id,fullname,shortname,student_count
591,Inglés - Ciclo 2 - P2 - Grupo 17,IN-C2-P2-17,71
592,Inglés - Ciclo 2 - P2 - Grupo 18,IN-C2-P2-18,66
593,Inglés - Ciclo 2 - P2 - Grupo 19,IN-C2-P2-19,70
594,Inglés - Ciclo 2 - P2 - Grupo 20,IN-C2-P2-20,72
595,Inglés - Ciclo 2 - P2 - Grupo 21,IN-C2-P2-21,64
596,Inglés - Ciclo 2 - P2 - Grupo 22,IN-C2-P2-22,70
597,Inglés - Ciclo 2 - P2 - Grupo 23,IN-C2-P2-23,69
598,Inglés - Ciclo 2 - P2 - Grupo 24,IN-C2-P2-24,65
599,Inglés - Ciclo 2 - P2 - Grupo 25,IN-C2-P2-25,62
600,Inglés - Ciclo 2 - P2 - Grupo 26,IN-C2-P2-26,68
601,Inglés - Ciclo 2 - P2 - Grupo 27,IN-C2-P2-27,58
602,Inglés - Ciclo 2 - P2 - Grupo 28,IN-C2-P2-28,71
603,Inglés - Ciclo 2 - P2 - Grupo 29,IN-C2-P2-29,63
604,Inglés - Ciclo 2 - P2 - Grupo 30,IN-C2-P2-30,72
605,Inglés - Ciclo 2 - P2 - Grupo 31,IN-C2-P2-31,72
606,Inglés - Ciclo 2 - P2 - Grupo 32,IN-C2-P2-32,71
607,Inglés - Ciclo 2 - P2 - Grupo 33,IN-C2-P2-33,68
608,Inglés - Ciclo 2 - P2 - Grupo 34,IN-C2-P2-34,58
609,Inglés - Ciclo 2 - P2 - Grupo 35,IN-C2-P2-35,60
610,Inglés - Ciclo 2 - P2 - Grupo 36,IN-C2-P2-36,67
611,Inglés - Ciclo 2 - P2 - Grupo 37,IN-C2-P2-37,72
612,Inglés - Ciclo 2 - P2 - Grupo 38,IN-C2-P2-38,63
613,Inglés - Ciclo 2 - P2 - Grupo 39,IN-C2-P2-39,58
614,Inglés - Ciclo 2 - P2 - Grupo 40,IN-C2-P2-40,69
615,Inglés - Ciclo 2 - P2 - Grupo 41,IN-C2-P2-41,65
616,Inglés - Ciclo 2 - P2 - Grupo 42,IN-C2-P2-42,57
617,Inglés - Ciclo 2 - P2 - Grupo 43,IN-C2-P2-43,58
618,Inglés - Ciclo 2 - P2 - Grupo 44,IN-C2-P2-44,65
619,Inglés - Ciclo 2 - P2 - Grupo 45,IN-C2-P2-45,72
620,Inglés - Ciclo 2 - P2 - Grupo 46,IN-C2-P2-46,57
621,Inglés - Ciclo 2 - P2 - Grupo 47,IN-C2-P2-47,62
622,Inglés - Ciclo 2 - P2 - Grupo 48,IN-C2-P2-48,64
623,Inglés - Ciclo 2 - P2 - Grupo 49,IN-C2-P2-49,67
624,Inglés - Ciclo 2 - P2 - Grupo 50,IN-C2-P2-50,60
625,Inglés - Ciclo 2 - P2 - Grupo 51,IN-C2-P2-51,60
626,Inglés - Ciclo 2 - P2 - Grupo 52,IN-C2-P2-52,63
627,Inglés - Ciclo 2 - P2 - Grupo 53,IN-C2-P2-53,72
628,Inglés - Ciclo 2 - P2 - Grupo 54,IN-C2-P2-54,68
629,Inglés - Ciclo 2 - P2 - Grupo 55,IN-C2-P2-55,59
630,Inglés - Ciclo 2 - P2 - Grupo 56,IN-C2-P2-56,70
631,Inglés - Ciclo 2 - P2 - Grupo 57,IN-C2-P2-57,66
632,Inglés - Ciclo 2 - P2 - Grupo 58,IN-C2-P2-58,65
633,Inglés - Ciclo 2 - P2 - Grupo 59,IN-C2-P2-59,66
634,Inglés - Ciclo 2 - P2 - Grupo 60,IN-C2-P2-60,72
635,Inglés - Ciclo 2 - P2 - Grupo 61,IN-C2-P2-61,58
636,Inglés - Ciclo 2 - P2 - Grupo 62,IN-C2-P2-62,60
637,Inglés - Ciclo 2 - P2 - Grupo 63,IN-C2-P2-63,57
638,Inglés - Ciclo 2 - P2 - Grupo 64,IN-C2-P2-64,69
639,Inglés - Ciclo 2 - P2 - Grupo 65,IN-C2-P2-65,62
640,Inglés - Ciclo 2 - P2 - Grupo 66,IN-C2-P2-66,68
641,Inglés - Ciclo 2 - P2 - Grupo 67,IN-C2-P2-67,72
642,Inglés - Ciclo 2 - P2 - Grupo 68,IN-C2-P2-68,59
643,Inglés - Ciclo 2 - P2 - Grupo 69,IN-C2-P2-69,67
644,Inglés - Ciclo 2 - P2 - Grupo 70,IN-C2-P2-70,67
645,Inglés - Ciclo 2 - P2 - Grupo 71,IN-C2-P2-71,66
646,Inglés - Ciclo 2 - P2 - Grupo 72,IN-C2-P2-72,68
647,Inglés - Ciclo 2 - P2 - Grupo 73,IN-C2-P2-73,70
648,Coach - Ciclo 2 - P2 - Grupo 3,CO-C2-P2-3,70
649,Inglés - Ciclo 2 - P2 - Grupo 74,IN-C2-P2-74,72
650,Coach - Ciclo 2 - P2 - Grupo 4,CO-C2-P2-4,72
651,Coach - Ciclo 2 - P2 - Grupo 5,CO-C2-P2-5,70
652,Coach - Ciclo 2 - P2 - Grupo 6,CO-C2-P2-6,72
653,Inglés - Ciclo 2 - P2 - Grupo 75,IN-C2-P2-75,65
654,Programación Básica - Ciclo 2 - P2 - Grupo 2,PB-C2-P2-2,62
655,Coach - Ciclo 2 - P2 - Grupo 7,CO-C2-P2-7,70
656,Coach - Ciclo 2 - P2 - Grupo 8,CO-C2-P2-8,69
657,Inglés - Ciclo 2 - P2 - Grupo 76,IN-C2-P2-76,63
658,Coach - Ciclo 2 - P2 - Grupo 9,CO-C2-P2-9,71
659,Coach - Ciclo 2 - P2 - Grupo 10,CO-C2-P2-10,70
660,Inglés - Ciclo 2 - P2 - Grupo 77,IN-C2-P2-77,62
661,Coach - Ciclo 2 - P2 - Grupo 11,CO-C2-P2-11,69
662,Coach - Ciclo 2 - P2 - Grupo 12,CO-C2-P2-12,72
663,Coach - Ciclo 2 - P2 - Grupo 13,CO-C2-P2-13,70
664,Inglés - Ciclo 2 - P2 - Grupo 78,IN-C2-P2-78,61
665,Coach - Ciclo 2 - P2 - Grupo 14,CO-C2-P2-14,70
666,Coach - Ciclo 2 - P2 - Grupo 15,CO-C2-P2-15,69
667,Inglés - Ciclo 2 - P2 - Grupo 79,IN-C2-P2-79,61
668,Coach - Ciclo 2 - P2 - Grupo 16,CO-C2-P2-16,70
669,Programación Básica - Ciclo 2 - P2 - Grupo 3,PB-C2-P2-3,71
670,Coach - Ciclo 2 - P2 - Grupo 17,CO-C2-P2-17,70
671,Inglés - Ciclo 2 - P2 - Grupo 80,IN-C2-P2-80,68
672,Coach - Ciclo 2 - P2 - Grupo 18,CO-C2-P2-18,72
673,Coach - Ciclo 2 - P2 - Grupo 19,CO-C2-P2-19,71
674,Coach - Ciclo 2 - P2 - Grupo 20,CO-C2-P2-20,70
675,Inglés - Ciclo 2 - P2 - Grupo 81,IN-C2-P2-81,66
676,Coach - Ciclo 2 - P2 - Grupo 21,CO-C2-P2-21,69
677,Coach - Ciclo 2 - P2 - Grupo 22,CO-C2-P2-22,69
678,Inglés - Ciclo 2 - P2 - Grupo 82,IN-C2-P2-82,62
679,Coach - Ciclo 2 - P2 - Grupo 23,CO-C2-P2-23,70
680,Coach - Ciclo 2 - P2 - Grupo 24,CO-C2-P2-24,72
681,Inglés - Ciclo 2 - P2 - Grupo 83,IN-C2-P2-83,59
682,Coach - Ciclo 2 - P2 - Grupo 25,CO-C2-P2-25,70
683,Programación Básica - Ciclo 2 - P2 - Grupo 4,PB-C2-P2-4,60
684,Coach - Ciclo 2 - P2 - Grupo 26,CO-C2-P2-26,70
685,Coach - Ciclo 2 - P2 - Grupo 27,CO-C2-P2-27,72
686,Coach - Ciclo 2 - P2 - Grupo 28,CO-C2-P2-28,70
687,Coach - Ciclo 2 - P2 - Grupo 29,CO-C2-P2-29,70
688,Coach - Ciclo 2 - P2 - Grupo 30,CO-C2-P2-30,70
689,Coach - Ciclo 2 - P2 - Grupo 31,CO-C2-P2-31,70
690,Coach - Ciclo 2 - P2 - Grupo 32,CO-C2-P2-32,72
691,Coach - Ciclo 2 - P2 - Grupo 33,CO-C2-P2-33,71
692,Coach - Ciclo 2 - P2 - Grupo 34,CO-C2-P2-34,72
693,Programación Básica - Ciclo 2 - P2 - Grupo 5,PB-C2-P2-5,65
694,Coach - Ciclo 2 - P2 - Grupo 35,CO-C2-P2-35,70
695,Coach - Ciclo 2 - P2 - Grupo 36,CO-C2-P2-36,70
696,Coach - Ciclo 2 - P2 - Grupo 37,CO-C2-P2-37,71
697,Coach - Ciclo 2 - P2 - Grupo 38,CO-C2-P2-38,72
698,Coach - Ciclo 2 - P2 - Grupo 39,CO-C2-P2-39,70
699,Coach - Ciclo 2 - P2 - Grupo 40,CO-C2-P2-40,68
700,Coach - Ciclo 2 - P2 - Grupo 41,CO-C2-P2-41,69
701,Coach - Ciclo 2 - P2 - Grupo 42,CO-C2-P2-42,71
702,Coach - Ciclo 2 - P2 - Grupo 43,CO-C2-P2-43,71
703,Programación Básica - Ciclo 2 - P2 - Grupo 6,PB-C2-P2-6,72
704,Coach - Ciclo 2 - P2 - Grupo 44,CO-C2-P2-44,72
705,Coach - Ciclo 2 - P2 - Grupo 45,CO-C2-P2-45,70
706,Coach - Ciclo 2 - P2 - Grupo 46,CO-C2-P2-46,72
707,Coach - Ciclo 2 - P2 - Grupo 47,CO-C2-P2-47,68
708,Coach - Ciclo 2 - P2 - Grupo 48,CO-C2-P2-48,71
709,Coach - Ciclo 2 - P2 - Grupo 49,CO-C2-P2-49,70
710,Coach - Ciclo 2 - P2 - Grupo 50,CO-C2-P2-50,71
711,Coach - Ciclo 2 - P2 - Grupo 51,CO-C2-P2-51,70
712,Coach - Ciclo 2 - P2 - Grupo 52,CO-C2-P2-52,69
713,Coach - Ciclo 2 - P2 - Grupo 53,CO-C2-P2-53,70
714,Programación Básica - Ciclo 2 - P2 - Grupo 7,PB-C2-P2-7,66
715,Coach - Ciclo 2 - P2 - Grupo 54,CO-C2-P2-54,72
716,Coach - Ciclo 2 - P2 - Grupo 55,CO-C2-P2-55,70
717,Coach - Ciclo 2 - P2 - Grupo 56,CO-C2-P2-56,71
718,Coach - Ciclo 2 - P2 - Grupo 57,CO-C2-P2-57,72
719,Coach - Ciclo 2 - P2 - Grupo 58,CO-C2-P2-58,72
720,Coach - Ciclo 2 - P2 - Grupo 59,CO-C2-P2-59,71
721,Coach - Ciclo 2 - P2 - Grupo 60,CO-C2-P2-60,71
722,Coach - Ciclo 2 - P2 - Grupo 61,CO-C2-P2-61,69
723,Coach - Ciclo 2 - P2 - Grupo 62,CO-C2-P2-62,72
724,Programación Básica - Ciclo 2 - P2 - Grupo 8,PB-C2-P2-8,72
725,Coach - Ciclo 2 - P2 - Grupo 63,CO-C2-P2-63,70
726,Coach - Ciclo 2 - P2 - Grupo 64,CO-C2-P2-64,72
727,Coach - Ciclo 2 - P2 - Grupo 65,CO-C2-P2-65,72
728,Coach - Ciclo 2 - P2 - Grupo 66,CO-C2-P2-66,71
729,Coach - Ciclo 2 - P2 - Grupo 67,CO-C2-P2-67,69
730,Coach - Ciclo 2 - P2 - Grupo 68,CO-C2-P2-68,71
731,Coach - Ciclo 2 - P2 - Grupo 69,CO-C2-P2-69,72
732,Coach - Ciclo 2 - P2 - Grupo 70,CO-C2-P2-70,72
733,Coach - Ciclo 2 - P2 - Grupo 71,CO-C2-P2-71,72
734,Coach - Ciclo 2 - P2 - Grupo 72,CO-C2-P2-72,71
735,Programación Básica - Ciclo 2 - P2 - Grupo 9,PB-C2-P2-9,69
736,Coach - Ciclo 2 - P2 - Grupo 73,CO-C2-P2-73,68
737,Coach - Ciclo 2 - P2 - Grupo 74,CO-C2-P2-74,72
738,Coach - Ciclo 2 - P2 - Grupo 75,CO-C2-P2-75,72
739,Coach - Ciclo 2 - P2 - Grupo 76,CO-C2-P2-76,71
740,Coach - Ciclo 2 - P2 - Grupo 77,CO-C2-P2-77,71
741,Coach - Ciclo 2 - P2 - Grupo 78,CO-C2-P2-78,69
742,Programación Básica - Ciclo 2 - P2 - Grupo 10,PB-C2-P2-10,72
743,Programación Básica - Ciclo 2 - P2 - Grupo 11,PB-C2-P2-11,71
744,Programación Básica - Ciclo 2 - P2 - Grupo 12,PB-C2-P2-12,72
745,Programación Básica - Ciclo 2 - P2 - Grupo 13,PB-C2-P2-13,70
746,Programación Básica - Ciclo 2 - P2 - Grupo 14,PB-C2-P2-14,67
747,Programación Básica - Ciclo 2 - P2 - Grupo 15,PB-C2-P2-15,54
748,Programación Básica - Ciclo 2 - P2 - Grupo 16,PB-C2-P2-16,60
749,Programación Básica - Ciclo 2 - P2 - Grupo 17,PB-C2-P2-17,59
750,Programación Básica - Ciclo 2 - P2 - Grupo 18,PB-C2-P2-18,72
751,Programación Básica - Ciclo 2 - P2 - Grupo 19,PB-C2-P2-19,72
752,Programación Básica - Ciclo 2 - P2 - Grupo 20,PB-C2-P2-20,61
753,Programación Básica - Ciclo 2 - P2 - Grupo 21,PB-C2-P2-21,66
754,Programación Básica - Ciclo 2 - P2 - Grupo 22,PB-C2-P2-22,70
755,Programación Básica - Ciclo 2 - P2 - Grupo 23,PB-C2-P2-23,72
756,Programación Básica - Ciclo 2 - P2 - Grupo 24,PB-C2-P2-24,69
757,Programación Básica - Ciclo 2 - P2 - Grupo 25,PB-C2-P2-25,64
758,Programación Básica - Ciclo 2 - P2 - Grupo 26,PB-C2-P2-26,70
759,Programación Básica - Ciclo 2 - P2 - Grupo 27,PB-C2-P2-27,62
760,Programación Básica - Ciclo 2 - P2 - Grupo 28,PB-C2-P2-28,65
761,Programación Básica - Ciclo 2 - P2 - Grupo 29,PB-C2-P2-29,59
762,Programación Básica - Ciclo 2 - P2 - Grupo 30,PB-C2-P2-30,63
763,Programación Básica - Ciclo 2 - P2 - Grupo 31,PB-C2-P2-31,53
764,Inglés - Ciclo 2 - P2 - Grupo 84,IN-C2-P2-84,61
765,Programación Básica - Ciclo 2 - P2 - Grupo 32,PB-C2-P2-32,55
766,Programación Básica - Ciclo 2 - P2 - Grupo 33,PB-C2-P2-33,60
767,Programación Básica - Ciclo 2 - P2 - Grupo 34,PB-C2-P2-34,62
768,Programación Básica - Ciclo 2 - P2 - Grupo 35,PB-C2-P2-35,72
769,Programación Básica - Ciclo 2 - P2 - Grupo 36,PB-C2-P2-36,72
770,Programación Básica - Ciclo 2 - P2 - Grupo 37,PB-C2-P2-37,53
771,Programación Básica - Ciclo 2 - P2 - Grupo 38,PB-C2-P2-38,67
772,Programación Básica - Ciclo 2 - P2 - Grupo 39,PB-C2-P2-39,71
773,Programación Básica - Ciclo 2 - P2 - Grupo 40,PB-C2-P2-40,72
774,Programación Básica - Ciclo 2 - P2 - Grupo 41,PB-C2-P2-41,64
775,Programación Básica - Ciclo 2 - P2 - Grupo 42,PB-C2-P2-42,72
776,Programación Básica - Ciclo 2 - P2 - Grupo 43,PB-C2-P2-43,67
777,Programación Básica - Ciclo 2 - P2 - Grupo 44,PB-C2-P2-44,70
778,Programación Básica - Ciclo 2 - P2 - Grupo 45,PB-C2-P2-45,72
779,Programación Básica - Ciclo 2 - P2 - Grupo 46,PB-C2-P2-46,61
780,Programación Básica - Ciclo 2 - P2 - Grupo 47,PB-C2-P2-47,59
781,Programación Básica - Ciclo 2 - P2 - Grupo 48,PB-C2-P2-48,59
782,Programación Básica - Ciclo 2 - P2 - Grupo 49,PB-C2-P2-49,65
783,Programación Básica - Ciclo 2 - P2 - Grupo 50,PB-C2-P2-50,71
784,Programación Básica - Ciclo 2 - P2 - Grupo 51,PB-C2-P2-51,71
785,Programación Básica - Ciclo 2 - P2 - Grupo 52,PB-C2-P2-52,66
786,Programación Básica - Ciclo 2 - P2 - Grupo 53,PB-C2-P2-53,71
787,Programación Básica - Ciclo 2 - P2 - Grupo 54,PB-C2-P2-54,55
788,Programación Básica - Ciclo 2 - P2 - Grupo 55,PB-C2-P2-55,72
789,Programación Básica - Ciclo 2 - P2 - Grupo 56,PB-C2-P2-56,55
790,Programación Básica - Ciclo 2 - P2 - Grupo 57,PB-C2-P2-57,56
791,Programación Básica - Ciclo 2 - P2 - Grupo 58,PB-C2-P2-58,63
792,Programación Básica - Ciclo 2 - P2 - Grupo 59,PB-C2-P2-59,72
793,Programación Básica - Ciclo 2 - P2 - Grupo 60,PB-C2-P2-60,72
794,Programación Básica - Ciclo 2 - P2 - Grupo 61,PB-C2-P2-61,67
795,Programación Básica - Ciclo 2 - P2 - Grupo 62,PB-C2-P2-62,71
796,Programación Básica - Ciclo 2 - P2 - Grupo 63,PB-C2-P2-63,71
797,Programación Básica - Ciclo 2 - P2 - Grupo 64,PB-C2-P2-64,63
798,Programación Básica - Ciclo 2 - P2 - Grupo 65,PB-C2-P2-65,72
799,Programación Básica - Ciclo 2 - P2 - Grupo 66,PB-C2-P2-66,72
800,Programación Básica - Ciclo 2 - P2 - Grupo 67,PB-C2-P2-67,63
801,Programación Básica - Ciclo 2 - P2 - Grupo 68,PB-C2-P2-68,70
802,Programación Básica - Ciclo 2 - P2 - Grupo 69,PB-C2-P2-69,55
803,Programación Básica - Ciclo 2 - P2 - Grupo 70,PB-C2-P2-70,71
804,Programación Básica - Ciclo 2 - P2 - Grupo 71,PB-C2-P2-71,72
805,Programación Básica - Ciclo 2 - P2 - Grupo 72,PB-C2-P2-72,54
806,Programación Básica - Ciclo 2 - P2 - Grupo 73,PB-C2-P2-73,60
807,Programación Básica - Ciclo 2 - P2 - Grupo 74,PB-C2-P2-74,55
808,Programación Básica - Ciclo 2 - P2 - Grupo 75,PB-C2-P2-75,71
809,Programación Básica - Ciclo 2 - P2 - Grupo 76,PB-C2-P2-76,72
810,Programación Básica - Ciclo 2 - P2 - Grupo 77,PB-C2-P2-77,59
811,Programación Básica - Ciclo 2 - P2 - Grupo 78,PB-C2-P2-78,72
812,Programación Básica - Ciclo 2 - P2 - Grupo 79,PB-C2-P2-79,58
813,Programación Básica - Ciclo 2 - P2 - Grupo 80,PB-C2-P2-80,71
814,Programación Básica - Ciclo 2 - P2 - Grupo 81,PB-C2-P2-81,71
815,Programación Básica - Ciclo 2 - P2 - Grupo 82,PB-C2-P2-82,56
816,Programación Básica - Ciclo 2 - P2 - Grupo 83,PB-C2-P2-83,59
817,Programación Básica - Ciclo 2 - P2 - Grupo 84,PB-C2-P2-84,65
822,Coach - Ciclo 3 - P2 - Grupo 1,CO-C3-P2-1,54
824,Desarrollo de Software - Ciclo 3 - P2 - Grupo 1,DS-C3-P2-1,55
825,Coach - Ciclo 4 - P2 - Grupo 1,CO-C4-P2-1,5
827,Desarrollo de Aplicaciones Web - Ciclo 4A - P2 - Grupo 1,DAW-C4A-P2-1,6
829,Orientación Psicosocial Grupal - Ciclo 4 - P2 - Grupo 1,OPG-C4-P2-1,4
830,Orientación Psicosocial Grupal - Ciclo 3 - P2 - Grupos (1 al 6),OPG-C3-P2-1,53
831,Orientación Psicosocial Grupal - Ciclo 2 - P2 - Grupos (1 al 109),OPG-C2-P2-1,1091
832,Orientación Psicosocial Grupal - Ciclo 2 - P2 - Grupos (110 al 218),OPG-C2-P2-2,1091
833,Orientación Psicosocial Grupal - Ciclo 2 - P2 - Grupos (219 al 327),OPG-C2-P2-3,1091
834,Orientación Psicosocial Grupal - Ciclo 2 - P2 - Grupos (328 al 430),OPG-C2-P2-4,1031
835,Orientación Psicosocial Grupal - Ciclo 2 - P2 - Grupos (431 al 537),OPG-C2-P2-5,1051
836,Programación Básica - Ciclo 2 - P2 - Aula Base Tutores,PB-C2-P2-ABT,16
837,Desarrollo de Software - Ciclo 3 - P2 - Aula Base Tutores,DS-C3-P2-ABT,1
838,Desarrollo de Aplicaciones WEB - Ciclo 4A - P2 - Aula Base Tutores,DAW-C4-P2-ABT,1
839,Aula de tutorías - Ciclo 2 - P2 - 1,AT-C2-P2-1,391
840,Aula de tutorías - Ciclo 2 - P2 - 2,AT-C2-P2-2,411
841,Aula de tutorías - Ciclo 2 - P2 - 3,AT-C2-P2-3,370
842,Aula de tutorías - Ciclo 2 - P2 - 4,AT-C2-P2-4,399
843,Aula de tutorías - Ciclo 2 - P2 - 5,AT-C2-P2-5,372
844,Aula de tutorías - Ciclo 2 - P2 - 6,AT-C2-P2-6,363
845,Aula de tutorías - Ciclo 2 - P2 - 7,AT-C2-P2-7,388
846,Aula de tutorías - Ciclo 2 - P2 - 8,AT-C2-P2-8,377
847,Aula de tutorías - Ciclo 2 - P2 - 9,AT-C2-P2-9,388
848,Aula de tutorías - Ciclo 2 - P2 - 10,AT-C2-P2-10,379
849,Aula de tutorías - Ciclo 2 - P2 - 11,AT-C2-P2-11,405
850,Aula de tutorías - Ciclo 2 - P2 - 12,AT-C2-P2-12,375
851,Aula de tutorías - Ciclo 2 - P2 - 13,AT-C2-P2-13,378
852,Aula de tutorías - Ciclo 2 - P2 - 14,AT-C2-P2-14,369
853,Aula de tutorías General - Ciclo 2 - P2 - 1,ATG-C2-P2-1,2689
854,Aula de tutorías General - Ciclo 2 - P2 - 2,ATG-C2-P2-2,2664
855,Aula de tutorías - Ciclo 3 - P2 - 1,AT-C3-P2-1,53
856,Aula de tutorías - Ciclo 4A - P2 - 1,AT-C4A-P2-1,4
858,Inglés - Ciclo 3 - P2 - Grupo 1,IN-C3-P2-1,54
859,Inglés - Ciclo 4 - P2 - Grupo 1,IN-C4-P2-1,5
862,Habilitación Fundamentos de Programación - Ciclo 1 - P1 - Grupo 1,FP-C1-P1H-1,2274
863,Habilitación Programación Básica - Ciclo 2 - P1 - Grupo 1,PB-C2-P1H-1,16
864,Habilitación Inglés - Ciclo 1 - P1 - Grupo 1,IN-C1-P1H-1,1726
868, Aula Especializada de Refuerzo - Segunda Etapa - C2 - G1,PB-C2-P2R-1,5353
869,Aula Especializada de Refuerzo - Segunda Etapa - C2 - G2,PB-C2-P2R-2,5352
870,Aula Especializada de Refuerzo - Segunda Etapa - C2 - G3,PB-C2-P2R-3,5352
871,Desarrollo de Software - Ciclo 3 - P3 - Grupo 1,DS-C3-P3-1,62
872,Inglés - Ciclo 3 - P3 - Grupo 1,IN-C3-P3-1,53
873,Coach - Ciclo 3 - P3 - Grupo 1,CO-C3-P3-1,71
874,Orientación Psicosocial Grupal - Ciclo 3 - P3 - Grupos (1 al 111),OPG-C3-P3-1,1111
875,Orientación Psicosocial Grupal - Ciclo 3 - P3 - Grupos (112 al 222),OPG-C3-P3-2,1107
876,Orientación Psicosocial Grupal - Ciclo 3 - P3 - Grupos (223 al 333),OPG-C3-P3-3,1107
877,Orientación Psicosocial Grupal - Ciclo 3 - P3 - Grupos (334 al 420),OPG-C3-P3-4,870
878,Orientación Psicosocial Grupal - Ciclo 3 - P2 - Grupos (421 al 490),OPG-C3-P3-5,699
879,Orientación Psicosocial Grupal - Ciclo 4 - P3 - Grupos (1 al 5),OPG-C4-P3-1,46
880,Inglés - Ciclo 4 - P3 - Grupo 1,IN-C4-P3-1,46
881,Coach - Ciclo 4 - P3 - Grupo 1,CO-C4-P3-1,46
882,Desarrollo de Aplicaciones Web - Ciclo 4A - P3 - Grupo 1,DAW-C4A-P3-1,47
883,Coach - Ciclo 3 - P3 - Grupo 2,CO-C3-P3-2,71
884,Coach - Ciclo 3 - P3 - Grupo 3,CO-C3-P3-3,71
885,Coach - Ciclo 3 - P3 - Grupo 4,CO-C3-P3-4,53
886,Coach - Ciclo 3 - P3 - Grupo 5,CO-C3-P3-5,71
887,Coach - Ciclo 3 - P3 - Grupo 6,CO-C3-P3-6,71
888,Coach - Ciclo 3 - P3 - Grupo 7,CO-C3-P3-7,71
889,Coach - Ciclo 3 - P3 - Grupo 8,CO-C3-P3-8,53
890,Coach - Ciclo 3 - P3 - Grupo 9,CO-C3-P3-9,53
891,Coach - Ciclo 3 - P3 - Grupo 10,CO-C3-P3-10,71
892,Coach - Ciclo 3 - P3 - Grupo 11,CO-C3-P3-11,71
893,Coach - Ciclo 3 - P3 - Grupo 12,CO-C3-P3-12,71
894,Coach - Ciclo 3 - P3 - Grupo 13,CO-C3-P3-13,71
895,Coach - Ciclo 3 - P3 - Grupo 14,CO-C3-P3-14,53
897,Coach - Ciclo 3 - P3 - Grupo 16,CO-C3-P3-16,57
898,Coach - Ciclo 3 - P3 - Grupo 17,CO-C3-P3-17,71
899,Coach - Ciclo 3 - P3 - Grupo 18,CO-C3-P3-18,71
900,Coach - Ciclo 3 - P3 - Grupo 19,CO-C3-P3-19,71
901,Coach - Ciclo 3 - P3 - Grupo 20,CO-C3-P3-20,71
902,Coach - Ciclo 3 - P3 - Grupo 21,CO-C3-P3-21,71
903,Coach - Ciclo 3 - P3 - Grupo 22,CO-C3-P3-22,54
904,Coach - Ciclo 3 - P3 - Grupo 23,CO-C3-P3-23,71
905,Coach - Ciclo 3 - P3 - Grupo 24,CO-C3-P3-24,71
908,Coach - Ciclo 3 - P3 - Grupo 27,CO-C3-P3-27,71
909,Coach - Ciclo 3 - P3 - Grupo 28,CO-C3-P3-28,71
910,Coach - Ciclo 3 - P3 - Grupo 29,CO-C3-P3-29,71
911,Coach - Ciclo 3 - P3 - Grupo 30,CO-C3-P3-30,72
912,Coach - Ciclo 3 - P3 - Grupo 31,CO-C3-P3-31,71
913,Coach - Ciclo 3 - P3 - Grupo 32,CO-C3-P3-32,71
914,Coach - Ciclo 3 - P3 - Grupo 33,CO-C3-P3-33,71
915,Coach - Ciclo 3 - P3 - Grupo 34,CO-C3-P3-34,71
917,Coach - Ciclo 3 - P3 - Grupo 36,CO-C3-P3-36,71
918,Coach - Ciclo 3 - P3 - Grupo 37,CO-C3-P3-37,71
919,Coach - Ciclo 3 - P3 - Grupo 38,CO-C3-P3-38,71
920,Coach - Ciclo 3 - P3 - Grupo 39,CO-C3-P3-39,71
921,Coach - Ciclo 3 - P3 - Grupo 40,CO-C3-P3-40,71
922,Coach - Ciclo 3 - P3 - Grupo 41,CO-C3-P3-41,71
923,Coach - Ciclo 3 - P3 - Grupo 42,CO-C3-P3-42,71
924,Coach - Ciclo 3 - P3 - Grupo 43,CO-C3-P3-43,71
925,Coach - Ciclo 3 - P3 - Grupo 44,CO-C3-P3-44,71
926,Coach - Ciclo 3 - P3 - Grupo 45,CO-C3-P3-45,71
927,Coach - Ciclo 3 - P3 - Grupo 46,CO-C3-P3-46,71
928,Coach - Ciclo 3 - P3 - Grupo 47,CO-C3-P3-47,71
929,Coach - Ciclo 3 - P3 - Grupo 48,CO-C3-P3-48,71
930,Coach - Ciclo 3 - P3 - Grupo 49,CO-C3-P3-49,71
931,Coach - Ciclo 3 - P3 - Grupo 50,CO-C3-P3-50,71
932,Coach - Ciclo 3 - P3 - Grupo 51,CO-C3-P3-51,71
933,Coach - Ciclo 3 - P3 - Grupo 52,CO-C3-P3-52,71
934,Coach - Ciclo 3 - P3 - Grupo 53,CO-C3-P3-53,71
935,Coach - Ciclo 3 - P3 - Grupo 54,CO-C3-P3-54,53
936,Coach - Ciclo 3 - P3 - Grupo 55,CO-C3-P3-55,71
937,Coach - Ciclo 3 - P3 - Grupo 56,CO-C3-P3-56,71
938,Coach - Ciclo 3 - P3 - Grupo 57,CO-C3-P3-57,55
